profile,qp,bitrate,crf,rc-lookahead,vbv-init,qpmax,ratetol,ipratio,pbratio,aq-mode,qcomp
main,29,3611,23.267048085864886,155,0.8777217469875463,1,0.707730184762732,2315.050925072908,1850.163831658791,0,0.3607844616675744
high10,53,3513,17.989088062300894,94,0.5843563788967452,3,0.2391421958848856,432.3217886317432,2901.976542610798,1,0.47276848417445017
high,53,2767,34.89211367454018,45,0.953543015158625,37,0.7649477999022675,6296.324472112749,6323.69366774737,2,0.4519154362680815
high,23,3581,0.8525650894568227,150,0.4211349081798901,16,0.18086006792243714,3430.545771293386,5625.137035131068,1,0.07498938470434213
baseline,59,4640,42.943244679466765,213,0.21146779727588838,4,0.227872173417768,6104.50460738011,2315.39921373057,0,0.5044434224541622
baseline,7,1652,24.247498612455725,167,0.34976260994897823,25,0.0032709116043233566,659.5160368186304,6397.195776822054,0,0.0539877102276326
high,62,4782,32.515818353212346,108,0.9422820447996522,15,0.3674113822931572,1122.7436039445372,8898.148246522776,1,0.024419796325611642
baseline,43,3027,19.187808857641564,60,0.40819037214002996,42,0.7315082008014477,3977.150632953387,4827.444924113817,1,0.39122106742350216
main,31,4378,36.27569620072251,123,0.7721900716456004,22,0.586738086568909,610.1085143193762,5894.265004192492,2,0.9295101597722756
baseline,5,3296,35.624389114303824,235,0.23883491989338168,38,0.22956806830524734,3388.011560884138,1453.8758761707527,0,0.4846255388146803
high422,16,2013,46.87771118191685,246,0.8319883903630318,20,0.9074139899045374,1984.0091107542578,6540.427359735859,2,0.24045901426875915
high,30,3401,7.220661830626805,67,0.6000445522764722,48,0.40331335002004554,4999.045971145298,7980.3459219884035,1,0.11675176874974613
high444,31,1609,30.414099138013277,80,0.9302415722257448,37,0.5103043611534265,4600.867591679763,2513.3369537134954,1,0.41321155061747983
high444,66,2351,9.007603010206351,136,0.4850076356671029,25,0.1462820817413205,218.4149423395798,42.49207092184015,0,0.023986651622076915
high422,25,2251,46.94406344946749,128,0.7044715262201301,47,0.08875786665815022,6754.763435737029,6274.279361361608,1,0.3141873928743081
high10,21,2662,14.35951358521696,83,0.8531680902830162,39,0.37117792617893197,2698.0928565746553,4130.107949943246,2,0.9058117055983251
high10,68,2591,4.339906168811643,204,0.8721346425106367,10,0.9775554862064395,610.5884118766314,1362.340875848449,1,0.7423764618482532
main,56,2621,42.09313679592891,70,0.3208462177341047,25,0.8128416833361657,8400.186932847017,5341.616358895722,1,0.4742289480871573
high10,54,4298,12.857383562249593,139,0.854600480903277,22,0.5035469747060283,2312.817968514469,6762.764029185826,2,0.8383548327343813
high10,69,1526,7.4157218428043254,227,0.36357934780628887,38,0.5724006082383273,9789.528901716247,9528.340534368304,0,0.5293987362425987
high,56,4965,23.12459838684662,118,0.615822156442889,45,0.7626814187881057,9539.874763241294,329.9266152068381,0,0.9874213868678222
high,54,2122,7.123415543359192,41,0.6584652145909056,19,0.11174256257748805,4893.453930833801,7067.401209395455,0,0.4351817962896114
high444,53,4076,24.38901653657516,133,0.19554707069552157,38,0.2650195257888961,7757.498981588118,2771.42279319056,0,0.8923269904418993
high10,66,4404,49.94453495753264,152,0.1142452122955101,28,0.1716477196483347,9896.913940286415,5375.359596356189,0,0.6505442681915243
main,51,3901,50.9989404928985,86,0.986002903138165,20,0.1563333079602527,3095.699122023574,1468.6622742393674,2,0.8475860042632182
high444,47,4824,39.81064877770936,61,0.06541693830100359,13,0.13730897128527908,3109.118996126883,4468.6181203763135,1,0.7115783265961384
baseline,25,4570,36.9640646141912,142,0.7915578906632528,3,0.3122519011124335,1654.5058553649094,1979.149464942259,2,0.17827248687614472
high,57,2052,48.121648704438805,185,0.08188486054768784,16,0.6009223226312732,9237.69837951301,5597.338116721059,1,0.7462747945668673
main,0,2367,24.484664051556006,88,0.7601955321431495,23,0.6466115433413261,5769.796432313924,8711.120852732189,2,0.6186227333516444
high422,61,1758,45.80384255277549,223,0.20106462809333525,35,0.9192571750649637,7025.760785709509,9953.857788704121,0,0.38567064930806594
baseline,55,3358,19.831046996144213,110,0.4928780688359533,48,0.7307147295710288,2444.042430334259,8112.05083679391,2,0.6810421204261554
high,56,2406,41.178890143350884,144,0.4925674808979389,48,0.22482082376250634,6029.4822921488685,3341.9342142798737,0,0.528174202017451
high444,38,1606,31.4966924434513,239,0.33902898672475057,51,0.8483604992402093,7351.390868020464,6042.002822285044,1,0.28625358168691983
baseline,53,2834,1.4804755645153906,134,0.034213355286653147,39,0.8105105464669142,2335.2249617226817,3163.0558231237906,0,0.5313503930847251
high444,52,2929,43.96682467984341,146,0.27444880479399814,25,0.11716699237080563,3461.855165767601,7178.723041657416,0,0.03352127722211051
high,52,3422,50.016985160263005,83,0.9168845001066707,4,0.3475530197573369,7514.198630141652,6039.956225978505,2,0.5935852561020928
high,59,4552,17.051076674361706,165,0.7348885946390742,28,0.7047410998195742,8727.546260757003,232.35761898616093,1,0.2898719665169702
baseline,17,4843,20.43458945751614,85,0.7732779300752568,8,0.6505662643584168,9852.851183173041,4684.204725995855,0,0.6957280741610684
main,5,4762,23.204928452330638,69,0.8771767769587,20,0.6882251319024907,5007.889963065627,6803.315646976842,2,0.6067220160028063
baseline,68,3540,20.65737898928353,247,0.235534466817929,28,0.1319513465391089,3508.6824100393565,8946.06109648596,1,0.7621164595538759
high422,13,4526,2.054368551855098,173,0.7766642662833979,5,0.26703886816717515,6343.355135264428,5240.401803026505,1,0.972620514513757
high10,38,3924,24.4592038587285,200,0.1308787920418958,12,0.23943484851788255,236.56819042885635,3766.2602958887624,2,0.20330336594560106
main,61,3956,46.013868038505905,130,0.09155216053387949,2,0.16205546702469975,3170.7931942690047,3240.778152037105,1,0.5688454791252526
main,19,2654,1.0940723239822172,51,0.7001890232944655,30,0.5922448959508518,5239.279627302118,674.0851798919523,2,0.5098786757295614
high,20,2335,45.57218585219593,113,0.030935659719326214,51,0.07344622478402252,6490.262516795447,8618.440389878497,1,0.27741124495588
high,27,4158,20.133476868495002,217,0.6285626270073094,38,0.475404610211973,2497.9705668092756,1674.223141238328,2,0.5108667342506137
high10,13,2449,8.98563114224907,131,0.5564474710149898,28,0.37744154545557496,4601.505485678098,6269.755414869538,1,0.17136984783592324
high,37,4359,6.679030867234683,202,0.5728262759528707,14,0.5904000375603397,4485.454823184135,7308.434288706151,1,0.7454850995978965
high444,64,1865,29.500805304795936,209,0.5180026397494757,2,0.5828847587240263,7524.017506779336,297.8026391005018,0,0.23387442696850314
high10,7,1521,45.362700096858546,174,0.5730770055361367,34,0.9972789896711275,826.3430492068858,9972.251637177833,0,0.5853567948810241
baseline,26,3743,7.046535112845344,219,0.22252115907505132,19,0.2747124315548697,869.2064340896854,7616.5567903476785,1,0.5359119938064129
high,62,4916,39.02121616952987,245,0.3108888285815624,48,0.9144854335828978,952.2401205115094,9469.121951534162,0,0.9455038667113286
high444,63,4869,16.897024597798012,82,0.2067302091736717,21,0.4100587658767135,5896.423748005336,3609.7487814609676,2,0.895990902556653
high,31,2684,33.78354527075811,201,0.6284513912906452,43,0.5887555099934798,8378.438234035566,8412.162614288878,1,0.3747354193326907
baseline,66,3124,24.972467489229736,247,0.18729522922350816,23,0.8325163855390968,9434.455564915914,9421.45613706528,1,0.39953837838879736
high,58,3014,22.687961150549484,71,0.23312219966134817,27,0.6547268920048523,9823.040351559503,1875.605763317829,2,0.566030328483181
high10,50,3493,6.441384199229314,127,0.09995972619770865,22,0.2504558797371478,4824.432888982947,3186.872412624696,2,0.11036085363925441
high,37,3881,7.001088287110294,80,0.5062906724945396,18,0.9996641550301704,1817.5256120275797,8592.458718334701,1,0.12644920608420807
high,4,1519,26.186491328092583,170,0.4032038399905078,47,0.9170885677126895,4779.003958041503,4760.274097493448,1,0.21696466308492413
high10,30,1967,7.239075436522746,127,0.5669530222955709,44,0.6927715005097511,149.56622228069926,9715.684919702124,2,0.6831226012725844
main,23,2629,37.99500072959505,212,0.1927625389535339,27,0.036535650759889626,9081.815904462444,7426.36240736637,1,0.7271075414670105
baseline,12,4340,43.793670441419515,140,0.7005863560522648,46,0.8166345382154592,4741.292170886138,3703.3641959683996,1,0.8296207123375191
high444,2,3756,18.610358381672274,157,0.8817176654821703,33,0.4828688884664467,7038.0890188930625,3332.499456257805,1,0.13640977493740536
high,33,3620,24.549662665496456,193,0.5462964124396369,25,0.3583327830696319,6983.684156110455,6948.304972522747,0,0.3172695692645977
high422,59,3565,19.016357049180343,135,0.5937133452782772,23,0.6728695731202486,5440.409400258557,3395.7380541931857,1,0.3132766757174986
baseline,56,4232,6.924358686179381,212,0.6061057973738754,48,0.6808505964541003,3515.3602887352463,4862.709359009425,2,0.3572400100240145
high10,56,3960,23.86251705613858,201,0.7285455686961946,3,0.8976832709594801,2861.8009282919165,3339.8158939784726,2,0.8982825802665869
high444,39,3447,45.62942945749677,143,0.5913853519053047,37,0.6488831607944251,1377.7589955049264,4257.7478148583705,1,0.8703139333743244
high,10,2249,43.33333287852002,184,0.08561463046206397,6,0.6923352338690381,4864.122758233661,3835.6045522658087,2,0.23824804396065657
high,64,4931,7.721261825223297,85,0.0728600435079757,32,0.2938635489474547,6090.240306869184,2990.245312965277,1,0.3697412115968388
main,40,3429,44.2543329295611,46,0.9885382251569763,27,0.7310791379762949,7752.636079248509,8113.214671253161,2,0.9264321856241439
baseline,68,2140,7.76515155130779,171,0.7683769584443205,9,0.7479530229584825,3106.759748495593,2179.1891540207407,0,0.9329964415544747
high,14,1926,28.37524497103928,65,0.03517860931735839,6,0.8064405213292568,147.43069800892573,2379.9739317377575,2,0.17846110953369487
high10,65,4989,5.16448320924903,133,0.9645524156969574,15,0.8479747431411032,3348.4912175887416,8307.576130264957,1,0.12874104325922708
high,44,1947,22.032787539880957,225,0.8859300634399342,3,0.7680738688831811,5394.426988192583,2020.4254670316868,1,0.40928855275177833
baseline,62,2751,29.874415583152484,194,0.8321414119833687,36,0.5549282682718135,1078.5680017349164,3042.384749532517,1,0.7165408367409343
main,47,1850,43.864984593723776,63,0.15088126561383786,38,0.4114113538837031,7295.280078255415,3314.3004278766175,2,0.22855058887130264
high422,39,2127,21.500135354404392,230,0.976274407083723,49,0.12185384853362424,6386.887763396104,6847.476554870436,2,0.5824134258214483
main,65,3567,24.358723340147304,226,0.3820940335106594,20,0.6886560634686825,6260.237747807519,5853.417642174079,0,0.4046977819760227
main,7,3031,14.949793554505524,108,0.7265078794559455,6,0.5812112719827426,3262.0146660488667,9703.692532136294,0,0.6112661400762414
high10,7,3865,13.717880824282943,109,0.14647134083759394,6,0.19976865952470435,5075.438972672341,7916.201954850285,1,0.5204388530204863
high10,20,3801,13.458020194273903,202,0.8253507474074201,37,0.999345841699673,4630.649350315085,2455.560336669007,0,0.5911415494302054
high,4,4766,22.20775801148099,206,0.9134124576394886,4,0.9517448610793905,6065.965080938782,9465.035006419326,2,0.17792922106203768
high,31,3770,48.53873934062198,52,0.9160872282502813,44,0.2842809496294203,1393.414913432397,9573.929925085766,1,0.960108533691561
main,29,2410,40.96765718160236,104,0.42396147674095497,45,0.8731585413717368,2143.6889676304772,5377.269516007876,0,0.3075316570416229
baseline,32,4506,3.5062365414551184,196,0.5763327327739792,0,0.47553360920852994,1333.3017387270086,8623.638895944368,2,0.425326733561356
main,39,4434,29.691544132682946,191,0.9761649668440298,18,0.23241679718698127,4564.462259266295,4167.706998306061,0,0.05015837828314551
main,30,4168,10.17145938612364,142,0.009013087060647074,21,0.5731436972247093,2043.4492399635196,2832.8956427263597,1,0.7541772667407368
baseline,60,4806,25.232074040719343,203,0.3141225298126682,17,0.8613057063149611,7605.338015863261,3239.9542889496834,2,0.1681569322097668
high10,12,2377,16.016122894939755,206,0.8157041442358967,3,0.8006803349745406,7925.775583699021,1514.9172468313643,0,0.4875121036113731
main,30,2293,35.40587925527755,196,0.29412951215955563,49,0.9994067681364858,1133.9923958773634,1578.3294463473585,1,0.721154620728133
high444,43,4402,38.37499062560791,52,0.5306057288561752,19,0.2292199069008234,2680.325616518321,1047.5682565271482,2,0.946104070301551
baseline,25,3227,32.43787519632735,64,0.8357190563410329,15,0.5859663356543602,9726.064750526548,867.9332777862058,2,0.9223503969225455
high422,54,2530,31.426812541705626,228,0.053405735040114366,33,0.882035675108335,6839.67494646217,5617.454950369396,2,0.20535018551882345
main,13,3602,49.011802691298385,187,0.8247807478756888,28,0.5003034281716505,486.32560044873816,3636.8887070555156,0,0.8761441451269889
main,46,4768,48.073617110388085,175,0.7678525530825713,0,0.953494365706032,224.67624667938503,9634.707768277887,0,0.7804662323835018
high422,19,3876,38.62964299025355,127,0.39248266234563034,47,0.4834116416913825,9393.427091484504,7891.220698879419,0,0.284921064964736
main,38,2340,17.838899514945073,63,0.10266618414260653,14,0.5669689654667844,456.91367860761113,9213.610387319299,1,0.7527486564927441
high422,55,4650,28.771365130533617,111,0.544880245513686,6,0.6931416426782107,9712.573230876584,3415.884729552734,1,0.08665718287430801
high444,52,2575,34.7986477010539,218,0.10441468988057134,48,0.15756342271116286,1509.9996022780572,7221.235730772819,1,0.1456393947633845
baseline,5,3622,39.1686463579143,84,0.4563202623909256,23,0.478742279447114,4461.291350365161,8856.308069859231,0,0.7524935733656889
high10,18,1839,21.818024513567543,211,0.2919698338576828,43,0.08132067919297736,9930.535012790435,6152.750837401987,0,0.7453164993326824
high,34,4780,38.26085781511267,167,0.1307363245249713,46,0.14009341836989408,3839.1571548174943,921.5232792233053,0,0.26413977577940706
high444,34,3162,49.227913956534074,83,0.5642641227524249,50,0.7241678718997656,5255.128862771639,6571.705334289392,1,0.8570497457497409
high,34,2093,45.53471870074335,157,0.8917512048820161,14,0.856433881381232,5079.644586606461,1689.29194695273,2,0.8733269163982643
baseline,59,4120,27.69777656973715,169,0.15658902710069078,16,0.7186422243530778,476.3036220050576,5586.504813816176,2,0.9273940046913353
high422,51,2453,19.112451464760706,137,0.678906822154854,45,0.7827088239798179,7011.155225233395,8172.492637056696,1,0.7856269151191105
high,44,2397,11.827915513237723,140,0.13760756331815183,18,0.13495033851701255,3690.040788960095,1437.7894508689292,2,0.9100566441590943
baseline,26,4567,45.64554974922791,123,0.6111802292286983,14,0.8140926090437695,6092.8943991410915,9166.835668672775,0,0.110553341281868
high444,3,4153,43.41324481897985,180,0.5840430517080231,17,5.272486084706429e-05,8883.352443417269,8532.566072558906,0,0.8186175227083397
high422,24,4859,2.682084100411574,160,0.09814363073439691,40,0.31901421163603216,8181.694050543434,5743.497926776759,0,0.35460838252699445
high,24,2965,10.245870491621494,132,0.8894777050476564,39,0.7414345292661918,3258.0348779696233,2937.577660886823,0,0.06260705795534671
high422,66,3234,27.209504375362286,171,0.2122940994713206,17,0.780424941759216,4608.279561833252,6250.916940223536,1,0.6988119356985347
high444,60,2029,11.7739508391904,169,0.2874426135575653,51,0.5433444600383197,3493.164925803717,4385.387114029093,1,0.21287113340905295
high444,10,3406,5.165532636193769,146,0.5633418402895016,24,0.8305172927188462,5324.90083963226,6251.463112209248,1,0.9240880408801102
high10,8,2147,14.292865910166409,193,0.6495502888967711,35,0.878713926109417,8590.029824269785,9638.588062000334,0,0.5537046216688405
baseline,42,2303,5.293298158180283,61,0.9266469130487378,30,0.9375567800048349,9983.768806675453,5345.697389639425,2,0.3630130845053977
high,37,3967,46.46879722909799,76,0.3196754469027019,0,0.3075704969080807,7540.243343007852,6886.078629123449,1,0.4889284922374486
main,10,2023,47.41763838161902,159,0.7587894305952638,44,0.01271315628380465,9960.985513837817,9480.04236313268,2,0.45066723685234666
high,21,2485,31.95883513278493,90,0.19979809946017923,12,0.42109264139627456,5541.594271258264,9158.623141336662,2,0.796076782396071
high422,1,4671,48.2775162479807,160,0.5057070226295749,34,0.9745349809120132,7170.326753064873,1937.7112995405798,1,0.2149497926637447
high,29,1510,21.079865446264076,111,0.2046228038974357,12,0.7983057316063875,3909.738025873496,9381.690986074771,2,0.943235253015925
high,18,1517,22.719453936656294,68,0.14895041471873804,46,0.16700575442565546,4006.278401552532,374.4196865831062,0,0.3928548033406327
high,41,4085,24.422010658806062,97,0.578529805381741,7,0.27990594736299557,8587.346444872983,9453.206273196942,1,0.9442105022169461
high444,48,4913,38.97764570255958,74,0.8842006317544013,34,0.7179109113463112,2221.3543417322135,3422.2779405232027,2,0.5232019258346358
high10,0,4284,37.70802810158973,203,0.5978563713689529,43,0.32214165313059095,6503.2273872429605,9233.181163297502,2,0.008118005479571866
baseline,18,4622,48.07517240488009,44,0.21301590031223128,20,0.352847135515462,2845.5943679797733,1345.3227400347168,0,0.8076139565147237
high10,27,4875,15.836417572670435,55,0.7321352305509032,9,0.2885708632454346,6290.657995336507,9497.41528786502,2,0.5966104890160417
high422,16,4898,42.92434423256997,80,0.40060610966655985,5,0.9000248484722295,2659.3176722795088,5643.46624184929,2,0.339497628613186
high422,61,2356,19.91515659883582,167,0.4019029601793893,44,0.02596476800583447,2196.496567096309,7535.117196239193,1,0.9236765525496994
high444,0,4982,48.943760569342075,121,0.6376509970376462,30,0.8391469071127697,8132.228815464049,1243.0138913667133,1,0.5870263197897536
high,64,2582,11.393367189895272,193,0.10101550187134312,39,0.20256238523508174,547.101035310622,2433.59825086628,1,0.8787548564008693
baseline,37,2352,41.705647972063495,166,0.08364758493891522,41,0.7362854767672775,2446.530828758168,46.31154300885121,2,0.5172971615835666
baseline,34,2655,23.019132809195213,219,0.1696935307379278,13,0.15151741478509329,4383.599785287949,8612.7080958212,0,0.9763205764996439
high422,3,2196,7.521327090838614,190,0.684288169881756,44,0.09058367915942334,8078.22462607084,5341.760561702939,1,0.34645854581200497
high444,2,2644,34.23935113281574,211,0.4908319953391005,13,0.30707788734148955,2459.8793609732083,5413.0743642812495,1,0.3478687616194034
high,4,3580,1.8833388265395063,243,0.4799544857547209,10,0.2339406436184419,6723.407723935554,7675.242506551321,2,0.7240471999157385
high,24,2929,33.17859253265184,204,0.35350086547276294,6,0.8015551241125031,9628.524771775743,3729.827554516275,2,0.4931808635548307
high444,26,1847,34.986869322629325,221,0.3013629272349241,37,0.888224530039041,8475.45456394451,9285.435461283012,0,0.9635498185799192
high444,44,1786,18.814558516180945,61,0.8789384490119175,6,0.517821936384175,8371.648667901345,4816.1212617807805,0,0.804423318078738
baseline,10,2700,36.29079224378362,81,0.45029237492126817,37,0.7865034288844279,3055.827980597936,1436.969311791687,0,0.576828323494427
main,46,3135,38.27798885916968,243,0.026183267251229325,32,0.7980270207710125,894.355449417914,5759.919400234962,0,0.5664610808105278
high,56,2684,46.79759629573184,61,0.6969078795670979,13,0.07374659230268898,8686.165019435677,5417.5631613484275,0,0.3713248827202975
high10,62,4622,36.442003412328674,128,0.3210929623650297,3,0.27353937297976694,8475.310115396796,5425.665805582923,0,0.1878193955391072
high10,47,2012,23.068280323505967,228,0.9291857479577419,49,0.9127714829444884,2872.75852855993,629.2462121469522,0,0.3530513137164193
high10,58,4372,14.16919926451888,128,0.4293448004049122,32,0.6256763894289262,667.8723291466359,8925.38618117607,2,0.3335114174530588
high422,24,3394,48.85602877359318,101,0.315237773440188,22,0.39957925401782346,2671.7007500716827,3840.9701212406267,0,0.1668183972495184
baseline,69,1994,9.3869617510195,188,0.9759326039470789,51,0.9646368401302893,5629.783364159394,9662.820988110007,1,0.28680380394449745
high422,69,1704,4.506815458594695,209,0.16086253649830895,50,0.3068539886520133,3664.929433056927,8864.365283098667,1,0.18732149545371068
high,30,4112,50.05008708648544,81,0.14097982336996895,8,0.26466667072541694,8712.310480521577,1936.5701833039338,1,0.9446666007495942
high422,59,3495,39.689820039871634,93,0.5722306886114662,31,0.5496344815301131,9871.186053389692,1926.4855084938936,0,0.4009375450205873
baseline,5,2855,4.522208872029843,77,0.8722461015544377,45,0.259203329220668,9931.057050057294,8585.610914189314,1,0.2958959527934414
main,33,3500,22.10743327970539,146,0.3834937922969984,30,0.9461511272286409,6344.770232733019,3119.702398268989,1,0.8143278170321554
high10,49,1879,6.716984107350677,210,0.15499308327464711,37,0.9227244343515134,3855.3655172982726,5149.040129557278,0,0.7716164473569914
high,0,3146,31.881323208951176,238,0.4421432046569387,34,0.7147618308899544,5334.341532198544,1902.0263385857072,0,0.5029412659055412
high422,21,1918,23.064537160586248,92,0.43304345972977076,20,0.5635903047151236,1804.2442951292426,4489.448248989217,2,0.26780233326247116
high,25,4233,15.334544140307246,224,0.7296397326304928,9,0.8999206865473913,5856.941673174366,4212.556405295548,2,0.12359327900925943
high444,41,2117,10.30366432492688,216,0.9550181672440282,28,0.6702388070833168,5475.102667159674,1582.5689333614635,0,0.09904716077695874
high444,16,3324,44.555551502680046,214,0.3908136722472413,50,0.8291761195637497,8639.382670275476,7565.877170704454,0,0.48118895949486507
main,16,1636,34.417365952258095,150,0.25231426808699264,24,0.20977433518866506,4953.230687563704,2649.878492843769,0,0.5821708561940138
high,48,3948,10.020859329545926,234,0.023429278763392403,51,0.4465624253874063,3004.137753655677,4004.8708165900603,1,0.9339247637213091
high444,69,4136,25.430043617074624,59,0.9359683390703082,46,0.6196383160302081,3438.4281352722423,5159.199354905668,2,0.3583336788867604
high,52,3689,28.464659994238374,247,0.2650505474107764,17,0.9062926891842484,4372.143367409929,1864.7522289886142,0,0.07132204822918464
high422,59,3685,20.64144021438134,134,0.47127574700888475,20,0.6445800462173518,7816.4319932870785,998.5676472661065,2,0.5457566643534312
high,67,3023,35.81392449114602,135,0.3504150085898027,18,0.39738872026029226,6594.40974861236,703.3368969052589,1,0.04374220064740986
main,28,3842,42.89783129506624,149,0.34866992512348105,29,0.20907526602752768,1389.1734631962427,2807.4377245193373,1,0.30568817050886943
high422,53,3868,47.15969740660916,220,0.10018702951619818,27,0.545447089553515,1781.9367575941546,1744.0823130183026,0,0.1596853318484811
high10,1,3748,33.69877415168672,226,0.8274678615483627,39,0.6828115593222377,5329.1572826012225,7735.41565407607,0,0.20912324829147533
high,60,4714,15.17525450742878,43,0.174144251361113,5,0.8234355635165513,3117.568580813772,316.269742857086,1,0.2643493326061962
high444,41,1893,47.32059238723047,75,0.29736831833016797,6,0.5698646276912153,5209.114187424108,9231.399560551945,2,0.9672745074910338
high,58,3679,38.67517069438027,96,0.1449053491604314,4,0.7440210263818743,6748.24678618867,8432.767135908935,0,0.9460659977546793
high422,12,3574,10.519602038192108,227,0.3358880550433603,1,0.42499741619695175,6431.662118083394,3858.88639202584,2,0.3366425399459845
high,32,3228,49.96228777894275,239,0.8734198112333158,33,0.666711931079969,931.8227101462584,9762.952235786413,2,0.5580368708049472
high422,69,2401,3.5759376792633875,110,0.4614497243880823,50,0.40548035149753403,9431.754794722056,6466.335374339561,0,0.19855567807903063
baseline,57,1996,13.744286516041019,190,0.3287089541208458,10,0.3770580190775884,7149.2917164061655,5293.722423977218,2,0.9624611631644211
high10,2,3195,45.96691706902451,167,0.8514899246443508,36,0.9588899362449005,6761.252799120927,8390.47901637416,1,0.9658814613390473
high10,26,3627,37.373818891968305,111,0.34611911149434393,18,0.8171878578699105,9.7592972388294,1933.3874123226635,2,0.9069443056055684
main,43,4210,44.8018195702475,113,0.7491261552336743,24,0.23837842711111457,6409.25650945898,962.5516319491168,0,0.9222973344927105
high,26,1865,47.95045271623237,206,0.7830350608621351,1,0.13182772530887665,6657.514122817568,2561.9399427560484,0,0.41817638431936943
main,44,1805,5.811098646318632,131,0.8847973772992062,18,0.014043001176488934,1300.5304348138625,1023.2379216916221,2,0.8907532160801839
high,1,4547,25.374910911328087,116,0.44652753677094803,47,0.13882484651974558,6961.092917284905,312.78274220302603,2,0.5459471245510181
high444,8,3889,33.114556394520385,88,0.7327961949960725,40,0.4576694116971465,308.0394202400749,2570.37787854688,2,0.42365478973064485
high,1,4991,36.91445945906006,153,0.14522666076362845,19,0.6492158324928297,8490.741713209045,1589.962935820053,2,0.9311065652965024
main,46,3015,17.79833894561721,152,0.6501334970583981,35,0.9113164416958159,1170.4879731945593,6223.224351274003,0,0.27725878264216297
high10,59,3774,37.34933915739693,154,0.5963699885662627,50,0.8697784476011867,6662.287897383155,993.2501123359993,0,0.5088478185795837
baseline,8,2193,25.836814926420452,194,0.34188420692712895,4,0.281988054199657,988.3494394616465,2393.954102855389,1,0.19843242281183238
high10,67,2160,41.61291533134521,190,0.8824732277317738,39,0.4219746360699723,6436.474053554049,8530.600632763777,1,0.08017521228878866
high444,62,2558,15.966072284640818,121,0.7679711845491014,38,0.9420294350635966,70.0293984050071,1623.1730583915537,1,0.7609489634107142
high422,69,2116,10.914605756530777,131,0.0038014174083732533,2,0.5089285453186793,525.705959108268,2006.3733678888784,1,0.24912424304245662
high422,63,3168,20.40884914852988,88,0.7374942130894157,43,0.40064699743308807,9301.137976846598,6688.16791897913,2,0.5750651697731376
main,62,1885,5.281479403898463,166,0.44535859944018397,38,0.3219521763429798,1331.7352385356296,8855.86407757955,1,0.7574930440180943
high444,65,4342,29.09795724760279,208,0.4990871876839963,38,0.26134225485636553,8558.499626834224,930.4658449354819,1,0.648366301552272
high,4,2652,25.28235862722975,64,0.6464720013400751,49,0.4602317801069641,7571.425668597862,2446.0093493524946,2,0.7186963853389696
baseline,11,1758,14.466928324910665,226,0.9418445469324189,0,0.3190343619350422,3646.0245639255263,6241.281417679676,0,0.3342578826161342
main,21,1674,50.714985286723525,66,0.035573957146114,8,0.7335443423831586,7614.255993953296,2037.229536533135,2,0.9409604152985387
high,4,4792,26.704935798626487,153,0.35235257936902287,28,0.18807053962291087,308.47246727420566,2505.4825629290167,0,0.44627803723105475
main,60,1705,17.58223328811819,110,0.6938637024376125,5,0.035984365608090596,8583.652858765001,5544.252086156604,2,0.66388499882007
high444,65,4472,22.25852099260339,140,0.6752446741995752,6,0.046114978491416214,3438.2990491444443,1780.1659180007946,0,0.1386108851604827
baseline,29,4487,46.71244394060934,181,0.04329603669775561,20,0.46348654925975463,926.7075196870944,4632.324373180363,1,0.12151504610883723
high,58,4105,3.690606083239812,131,0.3857410955473288,33,0.7404780421612205,7095.288364086865,3450.7386497106763,1,0.7864888403571321
high10,13,3642,50.55809273605764,195,0.07352541970177451,37,0.6275287805646401,2504.5436523556687,4482.316827723337,0,0.23174251896789488
baseline,47,3336,20.518919481655363,176,0.022685367345419483,42,0.8660952571962435,8081.119659647384,4385.39309241829,2,0.38202689214021146
main,16,3730,8.205429653720707,121,0.014336130770378208,41,0.08162988593617482,1566.1996800602496,5634.504937735541,2,0.2803134085560921
high,6,4551,11.146745292807543,194,0.2887791796626976,19,0.2463208042673578,5100.398618743017,982.1500210835743,1,0.49842339563789884
high422,44,1605,43.07973360024803,51,0.9162659004415823,21,0.6909098657775489,762.3975226025548,1445.121458850742,1,0.6862312846040155
high10,13,4616,7.183017366546955,213,0.6191693561518732,5,0.8886672892112193,6548.0524551987655,9891.339056544763,1,0.8788307956155389
high444,60,2041,22.452604393977417,103,0.6374263324983501,19,0.5257118306923025,4941.795003296526,3377.3147182823213,1,0.0946440243918617
main,38,3628,6.286905388938615,137,0.8095217122948516,1,0.10614669755410489,7314.985982427421,2935.307349811366,0,0.6629474048749229
baseline,12,2494,11.831603821391418,113,0.9549841575487429,18,0.3133157647346191,2538.371679473976,768.3844171427434,0,0.021226235519804848
main,41,3037,42.904138841419794,213,0.2498909385948599,11,0.07798245678291116,6024.772430699705,9910.084724676819,2,0.4391824890045807
high10,38,2115,3.5587382305377386,67,0.6930960103230641,48,0.8694707202999719,5132.787755327112,5352.742107563744,0,0.7935026972102102
high,26,3897,3.7991851812428754,199,0.6254428473947585,51,0.20345870054770143,4768.121421560607,9382.729594240931,0,0.29230702969252564
high422,66,4691,18.092318624786344,51,0.4970074426820398,29,0.2750536551636976,3196.2933768200273,4699.254702141166,2,0.21414000267080235
baseline,19,3568,42.82057247341402,218,0.6968496292817702,18,0.7220627769997067,4896.933537556889,1947.1753384709566,0,0.02708874292479635
